ID,Ngày nhập gần nhất,Nhà Nhập Khẩu,Đơn giá nhập gần nhất,Tổng nhập gần nhất,Nhà Nhập khẩu MIN,Ngày nhập khẩu MIN,Đơn giá MIN,Tổng nhập khẩu MIN
5001474,2020-01-13 00:00:00,NK-BANGCHAK,61354,360,NK-BANGCHAK,2020-01-13 00:00:00,61354,360
5001475,2020-01-13 00:00:00,NK-BANGCHAK,217675,8,NK-BANGCHAK,2020-01-13 00:00:00,217675,8
5001476,2020-01-13 00:00:00,NK-BANGCHAK,31929,8,NK-BANGCHAK,2020-01-13 00:00:00,31929,8
5001478,2020-01-13 00:00:00,NK-BANGCHAK,46236,1600,NK-BANGCHAK,2020-01-13 00:00:00,46236,1600
5001483,2020-01-13 00:00:00,NK-BANGCHAK,281910,160,NK-BANGCHAK,2020-01-13 00:00:00,281910,160
5001484,2020-01-13 00:00:00,NK-BANGCHAK,53518,640,NK-BANGCHAK,2020-01-13 00:00:00,53518,640
5001515,2020-01-13 00:00:00,NK-BANGCHAK,556828,4,NK-BANGCHAK,2020-01-13 00:00:00,556828,4
5001603,2020-01-13 00:00:00,NK-BANGCHAK,114005,12,NK-BANGCHAK,2020-01-13 00:00:00,114005,12
5001673,2020-01-13 00:00:00,NK-BANGCHAK,931883,5,NK-BANGCHAK,2020-01-13 00:00:00,931883,5
5001689,2020-01-13 00:00:00,NK-BANGCHAK,330464,8,NK-BANGCHAK,2020-01-13 00:00:00,330464,8
5001690,2020-01-13 00:00:00,NK-BANGCHAK,47561,8,NK-BANGCHAK,2020-01-13 00:00:00,47561,8
5001701,2020-01-13 00:00:00,NK-BANGCHAK,293504,8,NK-BANGCHAK,2020-01-13 00:00:00,293504,8
5001702,2020-01-13 00:00:00,NK-BANGCHAK,41982,8,NK-BANGCHAK,2020-01-13 00:00:00,41982,8
5001758,2020-01-13 00:00:00,NK-BANGCHAK,61354,2100,NK-BANGCHAK,2020-01-13 00:00:00,61354,2100
5001889,2020-01-13 00:00:00,NK-BANGCHAK,184945,1600,NK-BANGCHAK,2020-01-13 00:00:00,184945,1600
5001908,2020-01-13 00:00:00,NK-BANGCHAK,231971,200,NK-BANGCHAK,2020-01-13 00:00:00,231971,200
5001909,2020-01-13 00:00:00,NK-BANGCHAK,209655,2000,NK-BANGCHAK,2020-01-13 00:00:00,209655,2000
SBI-1521,2020-01-15 00:00:00,NK-555,131076,200,NK-555,2020-01-15 00:00:00,131076,200
SBI-1542,2020-01-15 00:00:00,NK-555,212971,90,NK-555,2020-01-15 00:00:00,212971,90
SBI-3602,2020-01-15 00:00:00,NK-555,101256,300,NK-555,2020-01-15 00:00:00,101256,300
SBI-3642,2020-01-15 00:00:00,NK-555,168240,120,NK-555,2020-01-15 00:00:00,168240,120
SBI-5143,2020-01-15 00:00:00,NK-555,187601,90,NK-555,2020-01-15 00:00:00,187601,90
SBI-5282,2020-01-15 00:00:00,NK-555,257701,90,NK-555,2020-01-15 00:00:00,257701,90
SBI-5302,2020-01-15 00:00:00,NK-555,245684,30,NK-555,2020-01-15 00:00:00,245684,30
SBI-5361,2020-01-15 00:00:00,NK-555,154888,30,NK-555,2020-01-15 00:00:00,154888,30
SBI-7721,2020-01-15 00:00:00,NK-555,157781,50,NK-555,2020-01-15 00:00:00,157781,50
SBI-7722L,2020-01-15 00:00:00,NK-555,244349,60,NK-555,2020-01-15 00:00:00,244349,60
SBI-7722R,2020-01-15 00:00:00,NK-555,244349,60,NK-555,2020-01-15 00:00:00,244349,60
SBI-7841,2020-01-15 00:00:00,NK-555,159339,100,NK-555,2020-01-15 00:00:00,159339,100
SBI-7842,2020-01-15 00:00:00,NK-555,250135,112,NK-555,2020-01-15 00:00:00,250135,112
SBI-7941,2020-01-15 00:00:00,NK-555,159339,50,NK-555,2020-01-15 00:00:00,159339,50
SEI-1521,2020-01-15 00:00:00,NK-555,125067,80,NK-555,2020-01-15 00:00:00,125067,80
SEI-3601L,2020-01-15 00:00:00,NK-555,128183,50,NK-555,2020-01-15 00:00:00,128183,50
SEI-3601R,2020-01-15 00:00:00,NK-555,128183,50,NK-555,2020-01-15 00:00:00,128183,50
SEI-3641R,2020-01-15 00:00:00,NK-555,119059,50,NK-555,2020-01-15 00:00:00,119059,50
SEI-5281L,2020-01-15 00:00:00,NK-555,139978,80,NK-555,2020-01-15 00:00:00,139978,80
SEI-5281R,2020-01-15 00:00:00,NK-555,139978,80,NK-555,2020-01-15 00:00:00,139978,80
SEI-5361,2020-01-15 00:00:00,NK-555,113273,80,NK-555,2020-01-15 00:00:00,113273,80
SEI-7721,2020-01-15 00:00:00,NK-555,107264,80,NK-555,2020-01-15 00:00:00,107264,80
SEI-7722,2020-01-15 00:00:00,NK-555,156446,50,NK-555,2020-01-15 00:00:00,156446,50
SEI-N251L,2020-01-15 00:00:00,NK-555,195168,20,NK-555,2020-01-15 00:00:00,195168,20
SEI-N251R,2020-01-15 00:00:00,NK-555,195168,20,NK-555,2020-01-15 00:00:00,195168,20
SRI-3640,2020-01-15 00:00:00,NK-555,129518,120,NK-555,2020-01-15 00:00:00,129518,120
SRI-7940,2020-01-15 00:00:00,NK-555,186266,30,NK-555,2020-01-15 00:00:00,186266,30
SRI-7950,2020-01-15 00:00:00,NK-555,175807,50,NK-555,2020-01-15 00:00:00,175807,50
SRI-N250,2020-01-15 00:00:00,NK-555,141535,40,NK-555,2020-01-15 00:00:00,141535,40
SB-1631,2020-03-05 00:00:00,NK-555,189565,20,NK-555,2020-03-05 00:00:00,189565,20
SB-3642,2020-03-05 00:00:00,NK-555,224383,150,NK-555,2020-03-05 00:00:00,224383,150
SB-5143,2020-03-05 00:00:00,NK-555,225748,40,NK-555,2020-03-05 00:00:00,225748,40
SB-7842,2020-03-05 00:00:00,NK-555,291061,40,NK-555,2020-03-05 00:00:00,291061,40
SB-T402,2020-03-05 00:00:00,NK-555,228934,20,NK-555,2020-03-05 00:00:00,228934,20
SE-5281L,2020-03-05 00:00:00,NK-555,160555,50,NK-555,2020-03-05 00:00:00,160555,50
SE-5281R,2020-03-05 00:00:00,NK-555,160555,50,NK-555,2020-03-05 00:00:00,160555,50
SL-2805,2020-03-05 00:00:00,NK-555,178869,20,NK-555,2020-03-05 00:00:00,178869,20
SL-6385L,2020-03-05 00:00:00,NK-555,147010,80,NK-555,2020-03-05 00:00:00,147010,80
SL-6385R,2020-03-05 00:00:00,NK-555,147010,80,NK-555,2020-03-05 00:00:00,147010,80
SL-H025L,2020-03-05 00:00:00,NK-555,160436,10,NK-555,2020-03-05 00:00:00,160436,10
SL-H025R,2020-03-05 00:00:00,NK-555,160436,10,NK-555,2020-03-05 00:00:00,160436,10
SR-4870,2020-03-05 00:00:00,NK-555,157731,30,NK-555,2020-03-05 00:00:00,157731,30
SR-B070,2020-03-05 00:00:00,NK-555,150344,20,NK-555,2020-03-05 00:00:00,150344,20
SR-H030,2020-03-05 00:00:00,NK-555,179457,50,NK-555,2020-03-05 00:00:00,179457,50
52119-06986,2020-04-17 00:00:00,NK-FPI,1634500,2,NK-FPI,2020-04-17 00:00:00,1634500,2
04478-0K130,2020-05-20 00:00:00,NK-GPI,574042,5,NK-GPI,2020-05-20 00:00:00,574042,5
16571-0M080,2020-05-20 00:00:00,NK-GPI,85414,5,NK-GPI,2020-05-20 00:00:00,85414,5
90366-T0031,2020-05-20 00:00:00,NK-GPI,343870,5,NK-GPI,2020-05-20 00:00:00,343870,5
90919-01287,2020-05-20 00:00:00,NK-GPI,176400,28,NK-GPI,2020-05-20 00:00:00,176400,28
12305-0D130,2020-06-27 00:00:00,NK-FPI,1394602,10,NK-FPI,2020-04-17 00:00:00,1390960,17
12363-0M011,2020-06-27 00:00:00,NK-FPI,381119,10,NK-GPI,2020-05-20 00:00:00,349419,14
16573-0M080,2020-06-27 00:00:00,NK-FPI,67855,5,NK-FPI,2020-06-27 00:00:00,67855,5
23300-0D030,2020-06-27 00:00:00,NK-FPI,484057,20,NK-FPI,2020-04-17 00:00:00,482411,33
28011-0T070,2020-06-27 00:00:00,NK-FPI,353977,25,NK-FPI,2020-06-27 00:00:00,353977,25
43330-09180,2020-06-27 00:00:00,NK-FPI,520308,10,NK-FPI,2020-06-27 00:00:00,520308,10
43340-09020,2020-06-27 00:00:00,NK-FPI,520331,10,NK-FPI,2020-06-27 00:00:00,520331,10
43512-0K010,2020-06-27 00:00:00,NK-FPI,1025688,3,NK-FPI,2020-06-27 00:00:00,1025688,3
43512-0K060,2020-06-27 00:00:00,NK-FPI,1076902,3,NK-FPI,2020-06-27 00:00:00,1076902,3
43512-0K140,2020-06-27 00:00:00,NK-FPI,1192018,2,NK-FPI,2020-06-27 00:00:00,1192018,2
AB31-12-15BC,2020-06-27 00:00:00,NK-FPI,830770,20,NK-FPI,2020-06-27 00:00:00,830770,20
AB39-6C-301CB,2020-06-27 00:00:00,NK-FPI,288232,20,NK-FPI,2020-06-27 00:00:00,288232,20
1515,2020-07-17 00:00:00,NK-LIQUIMOLY,60246,348,NK-LIQUIMOLY,2020-07-17 00:00:00,60246,348
1590,2020-07-17 00:00:00,NK-LIQUIMOLY,62947,324,NK-LIQUIMOLY,2020-07-17 00:00:00,62947,324
1609,2020-07-17 00:00:00,NK-LIQUIMOLY,90504,432,NK-LIQUIMOLY,2020-07-17 00:00:00,90504,432
20000,2020-07-17 00:00:00,NK-LIQUIMOLY,73213,348,NK-LIQUIMOLY,2020-07-17 00:00:00,73213,348
21225,2020-07-17 00:00:00,NK-LIQUIMOLY,400332,1452,NK-LIQUIMOLY,2020-07-17 00:00:00,400332,1452
2506,2020-07-17 00:00:00,NK-LIQUIMOLY,49169,444,NK-LIQUIMOLY,2020-07-17 00:00:00,49169,444
2512,2020-07-17 00:00:00,NK-LIQUIMOLY,63217,432,NK-LIQUIMOLY,2020-07-17 00:00:00,63217,432
3021,2020-07-17 00:00:00,NK-LIQUIMOLY,167165,400,NK-LIQUIMOLY,2020-07-17 00:00:00,167165,400
3110,2020-07-17 00:00:00,NK-LIQUIMOLY,51601,336,NK-LIQUIMOLY,2020-07-17 00:00:00,51601,336
3510,2020-07-17 00:00:00,NK-LIQUIMOLY,31503,300,NK-LIQUIMOLY,2020-07-17 00:00:00,31503,300
3721,2020-07-17 00:00:00,NK-LIQUIMOLY,201823,336,NK-LIQUIMOLY,2020-07-17 00:00:00,201823,336
4066,2020-07-17 00:00:00,NK-LIQUIMOLY,64298,336,NK-LIQUIMOLY,2020-07-17 00:00:00,64298,336
50290,2020-07-17 00:00:00,NK-LIQUIMOLY,1,200,NK-LIQUIMOLY,2020-07-17 00:00:00,1,200
5153,2020-07-17 00:00:00,NK-LIQUIMOLY,84020,432,NK-LIQUIMOLY,2020-07-17 00:00:00,84020,432
5156,2020-07-17 00:00:00,NK-LIQUIMOLY,131298,432,NK-LIQUIMOLY,2020-07-17 00:00:00,131298,432
5370,2020-07-17 00:00:00,NK-LIQUIMOLY,1,200,NK-LIQUIMOLY,2020-07-17 00:00:00,1,200
5377,2020-07-17 00:00:00,NK-LIQUIMOLY,1,500,NK-LIQUIMOLY,2020-07-17 00:00:00,1,500
5603,2020-07-17 00:00:00,NK-LIQUIMOLY,1,60,NK-LIQUIMOLY,2020-07-17 00:00:00,1,60
5842,2020-07-17 00:00:00,NK-LIQUIMOLY,1,100,NK-LIQUIMOLY,2020-07-17 00:00:00,1,100
6114,2020-07-17 00:00:00,NK-LIQUIMOLY,128284,312,NK-LIQUIMOLY,2020-07-17 00:00:00,128284,312
9047,2020-07-17 00:00:00,NK-LIQUIMOLY,103321,408,NK-LIQUIMOLY,2020-07-17 00:00:00,103321,408
1092A264,2021-03-08 00:00:00,NK-TRISTAN,240448,3,NK-TRISTAN,2021-03-08 00:00:00,240448,3
1500A687,2021-03-08 00:00:00,NK-TRISTAN,186578,20,NK-TRISTAN,2021-03-08 00:00:00,186578,20
1760A715,2021-03-08 00:00:00,NK-TRISTAN,1641520,5,NK-TRISTAN,2021-03-08 00:00:00,1641520,5
1770A413,2021-03-08 00:00:00,NK-TRISTAN,1163861,15,NK-TRISTAN,2021-03-08 00:00:00,1163861,15
3785A070,2021-03-08 00:00:00,NK-TRISTAN,878560,20,NK-TRISTAN,2021-03-08 00:00:00,878560,20
4040A441,2021-03-08 00:00:00,NK-TRISTAN,145656,10,NK-TRISTAN,2021-03-08 00:00:00,145656,10
4162A462,2021-03-08 00:00:00,NK-TRISTAN,110282,10,NK-TRISTAN,2021-03-08 00:00:00,110282,10
4401A394,2021-03-08 00:00:00,NK-TRISTAN,4392800,2,NK-TRISTAN,2021-03-08 00:00:00,4392800,2
4600A467,2021-03-08 00:00:00,NK-TRISTAN,345413,10,NK-TRISTAN,2021-03-08 00:00:00,345413,10
4605B952,2021-03-08 00:00:00,NK-TRISTAN,139645,10,NK-TRISTAN,2021-03-08 00:00:00,139645,10
4610A042,2021-03-08 00:00:00,NK-TRISTAN,94792,10,NK-TRISTAN,2021-03-08 00:00:00,94792,10
4670B267,2021-03-08 00:00:00,NK-TRISTAN,832320,5,NK-TRISTAN,2021-03-08 00:00:00,832320,5
4670B268,2021-03-08 00:00:00,NK-TRISTAN,863994,5,NK-TRISTAN,2021-03-08 00:00:00,863994,5
4670B269,2021-03-08 00:00:00,NK-TRISTAN,579618,5,NK-TRISTAN,2021-03-08 00:00:00,579618,5
4670B270,2021-03-08 00:00:00,NK-TRISTAN,579618,5,NK-TRISTAN,2021-03-08 00:00:00,579618,5
DDS-014,2021-04-07 00:00:00,NK-IDAS,87182,300,NK-IDAS,2021-04-07 00:00:00,87182,300
DDS-022,2021-04-07 00:00:00,NK-IDAS,140833,300,NK-IDAS,2021-04-07 00:00:00,140833,300
DDS-024,2021-04-07 00:00:00,NK-IDAS,144764,200,NK-IDAS,2021-04-07 00:00:00,144764,200
2910A320,2021-04-28 00:00:00,NK-TRISTAN,606792,1,NK-TRISTAN,2021-03-08 00:00:00,605744,2
4605B754,2021-04-28 00:00:00,NK-TRISTAN,166752,10,NK-TRISTAN,2021-04-28 00:00:00,166752,10
04478-0K190,2021-07-09 00:00:00,NK-CHI,638940,2,NK-CHI,2021-07-09 00:00:00,638940,2
12305-0C050,2021-07-09 00:00:00,NK-CHI,264998,30,NK-CHI,2021-07-09 00:00:00,264998,30
16100-09151,2021-07-09 00:00:00,NK-CHI,1662129,10,NK-CHI,2021-07-09 00:00:00,1662129,10
17801-0H030,2021-07-09 00:00:00,NK-CHI,334192,100,NK-CHI,2021-07-09 00:00:00,334192,100
23220-0C081,2021-07-09 00:00:00,NK-CHI,1337506,30,NK-CHI,2021-07-09 00:00:00,1337506,30
23220-0C181,2021-07-09 00:00:00,NK-CHI,1161576,10,NK-CHI,2021-07-09 00:00:00,1161576,10
45046-09720,2021-07-09 00:00:00,NK-CHI,220832,30,NK-CHI,2021-07-09 00:00:00,220832,30
45047-09370,2021-07-09 00:00:00,NK-CHI,220832,30,NK-CHI,2021-07-09 00:00:00,220832,30
48068-09251,2021-07-09 00:00:00,NK-CHI,2386457,10,NK-GPI,2020-05-20 00:00:00,1414309,6
48068-0K040,2021-07-09 00:00:00,NK-CHI,2245861,5,NK-CHI,2021-07-09 00:00:00,2245861,5
48068-0K090,2021-07-09 00:00:00,NK-CHI,2007363,5,NK-CHI,2021-07-09 00:00:00,2007363,5
48069-02260,2021-07-09 00:00:00,NK-CHI,693412,10,NK-GPI,2020-05-20 00:00:00,626734,2
48231-0K150,2021-07-09 00:00:00,NK-CHI,598455,5,NK-CHI,2021-07-09 00:00:00,598455,5
88440-0K011,2021-07-09 00:00:00,NK-CHI,524844,100,NK-CHI,2021-07-09 00:00:00,524844,100
90916-T2027,2021-07-09 00:00:00,NK-CHI,164152,100,NK-GPI,2020-05-20 00:00:00,155849,100
90916-T2030,2021-07-09 00:00:00,NK-CHI,176666,200,NK-CHI,2021-07-09 00:00:00,176666,200
099700-2500,2021-08-04 00:00:00,NK-IDAM,592515,30,NK-IDAM,2021-08-04 00:00:00,592515,30
17801-YZZA1,2021-08-04 00:00:00,NK-IDAM,287364,400,NK-IDAM,2021-08-04 00:00:00,287364,400
31210-0K190,2021-08-04 00:00:00,NK-IDAM,1248324,100,NK-IDAM,2021-08-04 00:00:00,1248324,100
5700C289,2021-08-04 00:00:00,NK-IDAM,4917759,2,NK-IDAM,2021-08-04 00:00:00,4917759,2
7450B428,2021-08-04 00:00:00,NK-IDAM,2230074,2,NK-IDAM,2021-08-04 00:00:00,2230074,2
8301D121,2021-08-04 00:00:00,NK-IDAM,2044350,20,NK-IDAM,2021-08-04 00:00:00,2044350,20
48531-09730,2021-08-05 00:00:00,NK-TRISTAN,523206,130,NK-TRISTAN,2021-08-05 00:00:00,523206,130
81561-0K210,2021-08-05 00:00:00,NK-TRISTAN,726662,159,NK-TRISTAN,2021-03-08 00:00:00,635800,50
1104A087,2021-08-20 00:00:00,NK-IDAS,2842142,2,NK-IDAS,2021-08-20 00:00:00,2842142,2
4422A145,2021-08-20 00:00:00,NK-IDAS,606669,1,NK-IDAM,2021-08-04 00:00:00,593208,5
4422A146,2021-08-20 00:00:00,NK-IDAS,606900,1,NK-IDAM,2021-08-04 00:00:00,593208,5
JK272000-7700,2021-08-20 00:00:00,NK-IDAS,150742,200,NK-IDAS,2021-08-20 00:00:00,150742,200
1015C288,2021-11-02 00:00:00,NK-IDAM,2531877,1,NK-IDAM,2021-11-02 00:00:00,2531877,1
13101-75120,2021-11-02 00:00:00,NK-IDAM,483155,47,NK-IDAM,2021-11-02 00:00:00,483155,47
1350A984,2021-11-02 00:00:00,NK-IDAM,2376234,5,NK-IDAM,2021-11-02 00:00:00,2376234,5
1355A471,2021-11-02 00:00:00,NK-IDAM,202267,5,NK-IDAM,2021-11-02 00:00:00,202267,5
1355A503,2021-11-02 00:00:00,NK-IDAM,756729,30,NK-IDAM,2021-11-02 00:00:00,756729,30
1370B271,2021-11-02 00:00:00,NK-IDAM,100333,5,NK-IDAM,2021-11-02 00:00:00,100333,5
1370B272,2021-11-02 00:00:00,NK-IDAM,61480,3,NK-IDAM,2021-11-02 00:00:00,61480,3
1500A665,2021-11-02 00:00:00,NK-IDAM,189468,2,NK-IDAM,2021-11-02 00:00:00,189468,2
1500A686,2021-11-02 00:00:00,NK-IDAM,213466,2,NK-IDAM,2021-11-02 00:00:00,213466,2
1505B000,2021-11-02 00:00:00,NK-IDAM,485212,5,NK-IDAM,2021-11-02 00:00:00,485212,5
1588A481,2021-11-02 00:00:00,NK-IDAM,690221,5,NK-IDAM,2021-11-02 00:00:00,690221,5
1588A483,2021-11-02 00:00:00,NK-IDAM,728389,5,NK-IDAM,2021-11-02 00:00:00,728389,5
1755A119,2021-11-02 00:00:00,NK-IDAM,359281,5,NK-IDAM,2021-11-02 00:00:00,359281,5
1800A466,2021-11-02 00:00:00,NK-IDAM,2574159,5,NK-IDAM,2021-11-02 00:00:00,2574159,5
3815A714,2021-11-02 00:00:00,NK-IDAM,6053832,1,NK-IDAM,2021-11-02 00:00:00,6053832,1
3870A203,2021-11-02 00:00:00,NK-IDAM,639254,3,NK-IDAM,2021-11-02 00:00:00,639254,3
3870A204,2021-11-02 00:00:00,NK-IDAM,639254,3,NK-IDAM,2021-11-02 00:00:00,639254,3
4120A266,2021-11-02 00:00:00,NK-IDAM,3055256,2,NK-IDAM,2021-11-02 00:00:00,3055256,2
4140A497,2021-11-02 00:00:00,NK-IDAM,253233,10,NK-IDAM,2021-11-02 00:00:00,253233,10
4605B947,2021-11-02 00:00:00,NK-IDAM,1612420,2,NK-IDAM,2021-11-02 00:00:00,1612420,2
4605B948,2021-11-02 00:00:00,NK-IDAM,1612420,2,NK-IDAM,2021-11-02 00:00:00,1612420,2
4615A243,2021-11-02 00:00:00,NK-IDAM,589888,4,NK-IDAM,2021-11-02 00:00:00,589888,4
4670B306,2021-11-02 00:00:00,NK-IDAM,10240412,2,NK-IDAM,2021-11-02 00:00:00,10240412,2
4820A603,2021-11-02 00:00:00,NK-IDAM,323855,10,NK-IDAM,2021-11-02 00:00:00,323855,10
4820A604,2021-11-02 00:00:00,NK-IDAM,323855,10,NK-IDAM,2021-11-02 00:00:00,323855,10
5370B908,2021-11-02 00:00:00,NK-IDAM,869861,49,NK-IDAM,2021-11-02 00:00:00,869861,49
5370C415,2021-11-02 00:00:00,NK-IDAM,554462,30,NK-IDAM,2021-11-02 00:00:00,554462,30
5370C416,2021-11-02 00:00:00,NK-IDAM,538921,30,NK-IDAM,2021-11-02 00:00:00,538921,30
5802A566,2021-11-02 00:00:00,NK-IDAM,898202,5,NK-IDAM,2021-11-02 00:00:00,898202,5
6407A188,2021-11-02 00:00:00,NK-IDAM,343739,10,NK-IDAM,2021-11-02 00:00:00,343739,10
6410D211,2021-11-02 00:00:00,NK-IDAM,129359,10,NK-IDAM,2021-11-02 00:00:00,129359,10
6410D212,2021-11-02 00:00:00,NK-IDAM,129359,10,NK-IDAM,2021-11-02 00:00:00,129359,10
7632D397,2021-11-02 00:00:00,NK-IDAM,169813,10,NK-IDAM,2021-11-02 00:00:00,169813,10
7632D398,2021-11-02 00:00:00,NK-IDAM,169813,10,NK-IDAM,2021-11-02 00:00:00,169813,10
7812A368,2021-11-02 00:00:00,NK-IDAM,2149970,3,NK-IDAM,2021-11-02 00:00:00,2149970,3
7813B173,2021-11-02 00:00:00,NK-IDAM,6067774,1,NK-IDAM,2021-11-02 00:00:00,6067774,1
7842A210,2021-11-02 00:00:00,NK-IDAM,2220592,2,NK-IDAM,2021-11-02 00:00:00,2220592,2
81105-0K130,2021-11-02 00:00:00,NK-IDAM,1088812,6,NK-IDAM,2021-11-02 00:00:00,1088812,6
81170-0K310,2021-11-02 00:00:00,NK-IDAM,1214515,33,NK-TRISTAN,2021-06-01 00:00:00,1076940,100
8312A033,2021-11-02 00:00:00,NK-IDAM,1626590,8,NK-IDAM,2021-11-02 00:00:00,1626590,8
8312A034,2021-11-02 00:00:00,NK-IDAM,1626590,10,NK-IDAM,2021-11-02 00:00:00,1626590,10
8321A749HB,2021-11-02 00:00:00,NK-IDAM,374822,10,NK-IDAM,2021-11-02 00:00:00,374822,10
8321A750HB,2021-11-02 00:00:00,NK-IDAM,360652,10,NK-IDAM,2021-11-02 00:00:00,360652,10
8330B359,2021-11-02 00:00:00,NK-IDAM,2079119,20,NK-IDAM,2021-11-02 00:00:00,2079119,20
JK272000-3380,2021-11-02 00:00:00,NK-IDAM,159071,200,NK-IDAM,2021-11-02 00:00:00,159071,200
