ID,Ngày nhập gần nhất,Nhà Nhập Khẩu,Đơn giá nhập gần nhất,Tổng nhập gần nhất,Nhà Nhập khẩu MIN,Ngày nhập khẩu MIN,Đơn giá MIN,Tổng nhập khẩu MIN
77024-06190,2022-07-01 00:00:00,NK-CHI,315135,20,NK-CHI,2022-05-13 00:00:00,313330,20
77024-0D062,2022-07-01 00:00:00,NK-CHI,817800,27,NK-CHI,2022-05-13 00:00:00,814320,35
88440-0K010,2022-07-01 00:00:00,NK-CHI,447675,15,NK-CHI,2022-05-13 00:00:00,445770,13
90311-43010,2022-07-01 00:00:00,NK-CHI,107160,4,NK-CHI,2022-05-13 00:00:00,106704,4
90366-T0007,2022-07-01 00:00:00,NK-CHI,424410,100,NK-CHI,2022-05-13 00:00:00,422604,100
23681-30010,2022-07-14 00:00:00,NK-LED,19650,50,NK-TS,2021-12-18 00:00:00,17852,120
23682-30020,2022-07-14 00:00:00,NK-LED,48470,50,NK-TS,2021-12-18 00:00:00,43455,100
SB-1392,2022-07-16 00:00:00,NK-TS,123535,400,NK-TS,2022-07-16 00:00:00,123535,400
SB-1521,2022-07-16 00:00:00,NK-TS,134964,800,NK-TS,2022-07-16 00:00:00,134964,800
SB-1542,2022-07-16 00:00:00,NK-TS,200269,210,NK-TS,2022-07-16 00:00:00,200269,210
SB-1652,2022-07-16 00:00:00,NK-TS,123535,70,NK-TS,2022-07-16 00:00:00,123535,70
SB-3602,2022-07-16 00:00:00,NK-TS,100679,400,NK-TS,2022-07-16 00:00:00,100679,400
SB-3841,2022-07-16 00:00:00,NK-TS,167072,100,NK-TS,2022-07-16 00:00:00,167072,100
SB-3881,2022-07-16 00:00:00,NK-TS,165984,1000,NK-TS,2022-07-16 00:00:00,165984,1000
SB-3972,2022-07-16 00:00:00,NK-TS,228749,40,NK-TS,2022-07-16 00:00:00,228749,40
SB-5302,2022-07-16 00:00:00,NK-TS,228749,40,NK-TS,2022-07-16 00:00:00,228749,40
SB-5311,2022-07-16 00:00:00,NK-TS,176142,40,NK-TS,2022-07-16 00:00:00,176142,40
SB-6382L,2022-07-16 00:00:00,NK-TS,194464,30,NK-TS,2022-07-16 00:00:00,194464,30
SB-6382R,2022-07-16 00:00:00,NK-TS,194464,30,NK-TS,2022-07-16 00:00:00,194464,30
SB-7153,2022-07-16 00:00:00,NK-TS,129340,180,NK-TS,2022-07-16 00:00:00,129340,180
SB-7721,2022-07-16 00:00:00,NK-TS,162537,50,NK-TS,2022-07-16 00:00:00,162537,50
SB-7782,2022-07-16 00:00:00,NK-TS,177412,240,NK-TS,2022-07-16 00:00:00,177412,240
SB-7841,2022-07-16 00:00:00,NK-TS,160179,50,NK-TS,2022-07-16 00:00:00,160179,50
SB-H022,2022-07-16 00:00:00,NK-TS,201357,30,NK-TS,2022-07-16 00:00:00,201357,30
SE-1522,2022-07-16 00:00:00,NK-TS,143127,100,NK-TS,2022-07-16 00:00:00,143127,100
SE-1721,2022-07-16 00:00:00,NK-TS,115735,360,NK-TS,2022-07-16 00:00:00,115735,360
SE-1722,2022-07-16 00:00:00,NK-TS,143127,320,NK-TS,2022-07-16 00:00:00,143127,320
SE-2931,2022-07-16 00:00:00,NK-TS,95055,80,NK-TS,2022-07-16 00:00:00,95055,80
SE-3881,2022-07-16 00:00:00,NK-TS,134057,720,NK-TS,2022-07-16 00:00:00,134057,720
SE-6381L,2022-07-16 00:00:00,NK-TS,141857,120,NK-TS,2022-07-16 00:00:00,141857,120
SE-6381R,2022-07-16 00:00:00,NK-TS,141857,120,NK-TS,2022-07-16 00:00:00,141857,120
SE-7941,2022-07-16 00:00:00,NK-TS,141858,40,NK-TS,2022-07-16 00:00:00,141858,40
SE-T361,2022-07-16 00:00:00,NK-TS,127163,270,NK-TS,2022-07-16 00:00:00,127163,270
SE-T421L,2022-07-16 00:00:00,NK-TS,145485,250,NK-TS,2022-07-16 00:00:00,145485,250
SE-T421R,2022-07-16 00:00:00,NK-TS,145485,250,NK-TS,2022-07-16 00:00:00,145485,250
SL-1705,2022-07-16 00:00:00,NK-TS,129340,80,NK-TS,2022-07-16 00:00:00,129340,80
SL-3750,2022-07-16 00:00:00,NK-TS,159090,200,NK-TS,2022-07-16 00:00:00,159090,200
SL-3845,2022-07-16 00:00:00,NK-TS,132787,50,NK-TS,2022-07-16 00:00:00,132787,50
SL-H020,2022-07-16 00:00:00,NK-TS,144215,80,NK-TS,2022-07-16 00:00:00,144215,80
SL-T455,2022-07-16 00:00:00,NK-TS,109930,400,NK-TS,2022-07-16 00:00:00,109930,400
SR-1840,2022-07-16 00:00:00,NK-TS,134964,30,NK-TS,2022-07-16 00:00:00,134964,30
SR-6380,2022-07-16 00:00:00,NK-TS,160179,40,NK-TS,2022-07-16 00:00:00,160179,40
SR-T020,2022-07-16 00:00:00,NK-TS,147662,400,NK-TS,2022-07-16 00:00:00,147662,400
13011-0L030,2022-07-22 00:00:00,NK-IDAM,1076864,4,NK-IDAM,2021-12-15 00:00:00,984562,4
13011-0Y030,2022-07-22 00:00:00,NK-IDAM,489355,10,NK-IDAM,2022-07-22 00:00:00,489355,10
17801-0L050,2022-07-22 00:00:00,NK-IDAM,380139,1,NK-IDAS,2021-04-07 00:00:00,337860,30
31210-0K320,2022-07-22 00:00:00,NK-IDAM,1109581,50,NK-IDAM,2022-07-22 00:00:00,1109581,50
31250-0D221,2022-07-22 00:00:00,NK-IDAM,928809,500,NK-IDAM,2021-11-02 00:00:00,848835,288
31250-0K080,2022-07-22 00:00:00,NK-IDAM,1047441,300,NK-IDAM,2021-11-02 00:00:00,1017048,200
43310-09017,2022-07-22 00:00:00,NK-IDAM,569620,50,NK-IDAM,2021-11-02 00:00:00,509209,200
45503-0K070,2022-07-22 00:00:00,NK-IDAM,933988,50,NK-IDAM,2021-08-04 00:00:00,842457,100
48510-09Y40,2022-07-22 00:00:00,NK-IDAM,643058,1,NK-IDAM,2022-05-10 00:00:00,630546,7
48520-09R50,2022-07-22 00:00:00,NK-IDAM,643058,2,NK-IDAM,2022-05-10 00:00:00,630546,6
48609-0K020,2022-07-22 00:00:00,NK-IDAM,281514,10,NK-TRISTAN,2022-04-21 00:00:00,275319,10
90916-T2014,2022-07-22 00:00:00,NK-IDAM,241264,100,NK-IDAM,2021-08-04 00:00:00,224763,200
90916-T2039,2022-07-22 00:00:00,NK-IDAM,245031,200,NK-TRISTAN,2022-04-21 00:00:00,215007,97
90919-T2007,2022-07-22 00:00:00,NK-IDAM,415210,100,NK-IDAM,2021-05-24 00:00:00,375424,100
04465-YZZZ1,2022-07-26 00:00:00,NK-IDAS,318126,20,NK-IDAM,2021-05-24 00:00:00,282089,10
04495-BZ111,2022-07-26 00:00:00,NK-IDAS,243300,20,NK-IDAS,2022-07-26 00:00:00,243300,20
04495-YZZZ2,2022-07-26 00:00:00,NK-IDAS,390598,50,NK-IDAM,2021-08-04 00:00:00,345345,187
08886-01805,2022-07-26 00:00:00,NK-IDAS,365421,10,NK-IDAM,2022-07-22 00:00:00,364839,5
11115-06010,2022-07-26 00:00:00,NK-IDAS,229888,20,NK-IDAM,2021-08-04 00:00:00,204204,8
11115-0Y030,2022-07-26 00:00:00,NK-IDAS,237653,10,NK-IDAS,2022-07-26 00:00:00,237653,10
11213-BZ011,2022-07-26 00:00:00,NK-IDAS,104708,4,NK-IDAS,2022-07-26 00:00:00,104708,4
13011-0C010,2022-07-26 00:00:00,NK-IDAS,573897,50,NK-IDAM,2021-05-24 00:00:00,516931,200
13011-0L070,2022-07-26 00:00:00,NK-IDAS,1297209,5,NK-IDAS,2022-07-26 00:00:00,1297209,5
13011-0M020,2022-07-26 00:00:00,NK-IDAS,901434,20,NK-IDAS,2022-04-05 00:00:00,629870,10
16363-0Y050,2022-07-26 00:00:00,NK-IDAS,895552,100,NK-IDAM,2021-11-02 00:00:00,771356,40
16502-0M020,2022-07-26 00:00:00,NK-IDAS,665664,3,NK-IDAS,2022-07-26 00:00:00,665664,3
31210-0A010,2022-07-26 00:00:00,NK-IDAS,665664,113,NK-IDAS,2022-07-26 00:00:00,665664,113
31210-0D180,2022-07-26 00:00:00,NK-IDAS,454364,300,NK-IDAS,2022-07-26 00:00:00,454364,300
31210-0K300,2022-07-26 00:00:00,NK-IDAS,819315,114,NK-IDAS,2022-07-26 00:00:00,819315,114
31250-0K301,2022-07-26 00:00:00,NK-IDAS,1140970,3,NK-IDAS,2022-07-26 00:00:00,1140970,3
43330-09110,2022-07-26 00:00:00,NK-IDAS,295772,4,NK-IDAS,2022-04-05 00:00:00,252639,2
90080-38070,2022-07-26 00:00:00,NK-IDAS,9883,200,NK-IDAM,2021-12-15 00:00:00,9159,300
90080-92023,2022-07-26 00:00:00,NK-IDAS,81414,200,NK-IDAM,2021-08-04 00:00:00,73689,100
90082-93003,2022-07-26 00:00:00,NK-IDAS,31766,100,NK-IDAS,2022-07-26 00:00:00,31766,100
90311-T0074,2022-07-26 00:00:00,NK-IDAS,153651,20,NK-TRISTAN,2022-04-21 00:00:00,132825,10
90363-T0008,2022-07-26 00:00:00,NK-IDAS,295772,14,NK-IDAS,2022-07-26 00:00:00,295772,14
13011-0C030,2022-08-19 00:00:00,NK-IDAS,665285,6,NK-IDAS,2022-08-19 00:00:00,665285,6
13408-0C030,2022-08-19 00:00:00,NK-IDAS,803465,15,NK-IDAS,2022-08-19 00:00:00,803465,15
31210-0D190,2022-08-19 00:00:00,NK-IDAS,416068,20,NK-IDAS,2022-08-19 00:00:00,416068,20
31210-0D240,2022-08-19 00:00:00,NK-IDAS,416890,100,NK-IDAS,2022-08-19 00:00:00,416890,100
31210-0K023,2022-08-19 00:00:00,NK-IDAS,928485,4,NK-IDAS,2022-08-19 00:00:00,928485,4
31210-0K040,2022-08-19 00:00:00,NK-IDAS,1234690,126,NK-IDAS,2022-08-19 00:00:00,1234690,126
31250-0A011,2022-08-19 00:00:00,NK-IDAS,728030,180,NK-IDAS,2022-08-19 00:00:00,728030,180
31250-0B021,2022-08-19 00:00:00,NK-IDAS,764925,20,NK-IDAM,2021-11-02 00:00:00,763357,11
45503-0K040,2022-08-19 00:00:00,NK-IDAS,819915,20,NK-IDAS,2022-08-19 00:00:00,819915,20
48510-8Z265,2022-08-19 00:00:00,NK-IDAS,451200,600,NK-IDAS,2021-11-25 00:00:00,438720,1300
48520-8Z125,2022-08-19 00:00:00,NK-IDAS,451200,600,NK-IDAS,2021-11-25 00:00:00,438720,1308
48530-8Z036,2022-08-19 00:00:00,NK-IDAS,411485,150,NK-TRISTAN,2022-04-21 00:00:00,402390,500
08889-80280,2022-09-12 00:00:00,NK-IDAM,153400,1440,NK-IDAS,2022-04-05 00:00:00,135416,500
1093A183,2022-09-12 00:00:00,NK-IDAM,671892,6,NK-TRISTAN,2021-03-08 00:00:00,667474,3
1340A181,2022-09-12 00:00:00,NK-IDAM,189980,50,NK-IDAM,2021-11-02 00:00:00,151300,30
31210-0K131,2022-09-12 00:00:00,NK-IDAM,1281952,100,NK-TRISTAN,2022-04-21 00:00:00,1123606,5
31210-0K281,2022-09-12 00:00:00,NK-IDAM,1380600,300,NK-IDAM,2021-05-24 00:00:00,1251566,100
31210-0K310,2022-09-12 00:00:00,NK-IDAM,1038400,251,NK-TRISTAN,2021-04-28 00:00:00,961140,400
31210-0K310,2022-09-12 00:00:00,NK-IDAM,1038400,251,NK-IDAM,2021-05-24 00:00:00,961140,200
31250-0K261,2022-09-12 00:00:00,NK-IDAM,1380600,100,NK-IDAM,2021-11-30 00:00:00,1163119,20
31250-0K320,2022-09-12 00:00:00,NK-IDAM,1479248,40,NK-IDAM,2022-04-12 00:00:00,1263900,50
4013A491,2022-09-12 00:00:00,NK-IDAM,1124540,47,NK-IDAM,2021-12-15 00:00:00,1076836,15
4013A492,2022-09-12 00:00:00,NK-IDAM,1124540,55,NK-IDAM,2021-12-15 00:00:00,1076836,15
4410A960,2022-09-12 00:00:00,NK-IDAM,306800,14,NK-TRISTAN,2021-03-08 00:00:00,303797,20
48500-09020,2022-09-12 00:00:00,NK-IDAM,347628,50,NK-IDAM,2021-08-04 00:00:00,310002,100
48510-09N51,2022-09-12 00:00:00,NK-IDAM,922760,260,NK-TRISTAN,2021-04-28 00:00:00,856920,15
48510-09N51,2022-09-12 00:00:00,NK-IDAM,922760,260,NK-TRISTAN,2021-06-01 00:00:00,856920,65
48520-09Q22,2022-09-12 00:00:00,NK-IDAM,922760,240,NK-TRISTAN,2021-04-28 00:00:00,856920,30
48530-09Z90,2022-09-12 00:00:00,NK-IDAM,460200,200,NK-IDAS,2022-07-26 00:00:00,459541,200
5220M482,2022-09-12 00:00:00,NK-IDAM,2146892,4,NK-IDAM,2021-11-02 00:00:00,2051008,2
56210W030P,2022-09-12 00:00:00,NK-IDAM,613364,100,NK-IDAM,2021-11-02 00:00:00,581431,30
6407A185,2022-09-12 00:00:00,NK-IDAM,365092,57,NK-IDAM,2022-04-12 00:00:00,342632,10
6407A187,2022-09-12 00:00:00,NK-IDAM,379724,30,NK-IDAM,2022-04-12 00:00:00,345619,10
81130-0K310,2022-09-12 00:00:00,NK-IDAM,1335052,50,NK-IDAM,2021-11-02 00:00:00,1214515,87
81170-0K340,2022-09-12 00:00:00,NK-IDAM,1955496,10,NK-IDAM,2021-11-30 00:00:00,1887136,125
81551-0K120,2022-09-12 00:00:00,NK-IDAM,739624,9,NK-TRISTAN,2021-04-28 00:00:00,682525,15
81551-0K240,2022-09-12 00:00:00,NK-IDAM,755200,10,NK-IDAM,2021-12-15 00:00:00,686904,12
81561-0K120,2022-09-12 00:00:00,NK-IDAM,739624,5,NK-TRISTAN,2021-06-01 00:00:00,682525,20
81561-0K240,2022-09-12 00:00:00,NK-IDAM,755200,13,NK-IDAM,2021-12-15 00:00:00,686904,20
81581-0K050,2022-09-12 00:00:00,NK-IDAM,666700,11,NK-IDAM,2021-11-30 00:00:00,603538,32
81591-0K050,2022-09-12 00:00:00,NK-IDAM,666700,24,NK-IDAM,2021-11-30 00:00:00,603538,50
8330B360,2022-09-12 00:00:00,NK-IDAM,2176156,19,NK-IDAM,2021-11-02 00:00:00,2079119,20
8330B361,2022-09-12 00:00:00,NK-IDAM,1431340,10,NK-IDAM,2021-11-02 00:00:00,1364901,5
9004A-91068,2022-09-12 00:00:00,NK-IDAM,122720,3000,NK-IDAM,2021-11-30 00:00:00,114103,2500
90080-92014,2022-09-12 00:00:00,NK-IDAM,68440,100,NK-IDAM,2021-08-04 00:00:00,61215,92
90916-T2026,2022-09-12 00:00:00,NK-IDAM,268568,65,NK-IDAM,2021-05-24 00:00:00,242948,100
90919-T1002,2022-09-12 00:00:00,NK-IDAM,19588,9500,NK-IDAM,2021-11-30 00:00:00,18903,7000
04111-0C210,2022-09-13 00:00:00,NK-LED,2269032,17,NK-TS,2022-02-26 00:00:00,1937462,8
48080-35011,2022-09-13 00:00:00,NK-LED,2342105,10,NK-TS,2021-12-18 00:00:00,2019819,10
48090-35011,2022-09-13 00:00:00,NK-LED,2329838,10,NK-TS,2021-12-18 00:00:00,2019819,10
04465-12630,2022-09-16 00:00:00,NK-TS,1149112,3,NK-TS,2022-03-29 00:00:00,869161,10
04465-60350,2022-09-16 00:00:00,NK-TS,1376401,10,NK-TS,2022-09-16 00:00:00,1376401,10
04465-YZZE1,2022-09-16 00:00:00,NK-TS,1031524,6,NK-TS,2022-09-16 00:00:00,1031524,6
04466-12150,2022-09-16 00:00:00,NK-S2-YT,728029,35,NK-S2-YT,2022-09-16 00:00:00,728029,35
04495-52040,2022-09-16 00:00:00,NK-TS,562367,5,NK-TS,2022-09-16 00:00:00,562367,5
11193-70010,2022-09-16 00:00:00,NK-TS,22227,150,NK-TS,2021-12-18 00:00:00,21845,50
11213-0V020,2022-09-16 00:00:00,NK-TS,156784,40,NK-TS,2022-03-29 00:00:00,154017,10
11213-28021,2022-09-16 00:00:00,NK-TS,153677,100,NK-TS,2021-12-18 00:00:00,151034,50
11213-31050,2022-09-16 00:00:00,NK-TS,120934,5,NK-TS,2022-02-26 00:00:00,118343,50
11213-36020,2022-09-16 00:00:00,NK-TS,136708,41,NK-TS,2021-12-18 00:00:00,134357,25
11214-31020,2022-09-16 00:00:00,NK-TS,120934,50,NK-TS,2022-02-26 00:00:00,118343,50
13568-59095,2022-09-16 00:00:00,NK-TS,1009536,2,NK-TS,2022-09-16 00:00:00,1009536,2
16268-75112,2022-09-16 00:00:00,NK-TS,303530,225,NK-TS,2022-03-29 00:00:00,298173,100
16601-0V010,2022-09-16 00:00:00,NK-TS,1341029,1,NK-TS,2022-09-16 00:00:00,2682058,4
16603-31040,2022-09-16 00:00:00,NK-TS,470591,11,NK-TS,2021-12-18 00:00:00,462498,40
16603-75010,2022-09-16 00:00:00,NK-TS,198131,5,NK-TS,2021-12-18 00:00:00,389448,10
16604-31020,2022-09-16 00:00:00,NK-TS,414187,20,NK-TS,2022-02-26 00:00:00,405314,9
42607-33022,2022-09-16 00:00:00,NK-TS,853708,30,NK-TS,2021-12-18 00:00:00,839027,30
45503-39275,2022-09-16 00:00:00,NK-TS,1030329,30,NK-TS,2021-12-18 00:00:00,2025222,20
46540-42010,2022-09-16 00:00:00,NK-TS,179250,6,NK-TS,2022-09-16 00:00:00,179250,6
46550-60060,2022-09-16 00:00:00,NK-TS,288951,1,NK-TS,2022-09-16 00:00:00,288951,1
48341-32054,2022-09-16 00:00:00,NK-TS,83411,10,NK-TS,2021-12-18 00:00:00,81977,100
48609-48040,2022-09-16 00:00:00,NK-TS,587701,18,NK-TS,2022-02-26 00:00:00,575111,30
48820-28050,2022-09-16 00:00:00,NK-TS,513850,2,NK-TS,2021-12-18 00:00:00,505014,30
48820-33040,2022-09-16 00:00:00,NK-TS,509548,50,NK-TS,2021-12-18 00:00:00,1001570,50
90915-YZZD4,2022-09-16 00:00:00,NK-TS,70983,2400,NK-TS,2022-09-16 00:00:00,70983,2400
90915-YZZN2,2022-09-16 00:00:00,NK-TS,70027,1120,NK-TS,2022-09-16 00:00:00,70027,1120
90916-02759,2022-09-16 00:00:00,NK-TS,1218422,5,NK-TS,2022-09-16 00:00:00,1218422,5
90919-01191,2022-09-16 00:00:00,NK-TS,196219,100,NK-TS,2022-02-26 00:00:00,179854,100
90919-02260,2022-09-16 00:00:00,NK-TS,949786,100,NK-TS,2021-12-18 00:00:00,933453,50
GWD-32A,2022-09-16 00:00:00,NK-TS,192395,48,NK-TS,2022-09-16 00:00:00,192395,48
GWIS-25A,2022-09-16 00:00:00,NK-TS,207452,10,NK-TS,2022-09-16 00:00:00,207452,10
GWIS-44A,2022-09-16 00:00:00,NK-TS,356588,20,NK-TS,2022-09-16 00:00:00,356588,20
GWM-52A,2022-09-16 00:00:00,NK-TS,434263,10,NK-TS,2022-09-16 00:00:00,434263,10
GWMZ-39A,2022-09-16 00:00:00,NK-TS,244736,10,NK-TS,2022-09-16 00:00:00,244736,10
GWMZ-41A,2022-09-16 00:00:00,NK-TS,268875,20,NK-TS,2022-09-16 00:00:00,268875,20
GWMZ-49A,2022-09-16 00:00:00,NK-TS,296838,300,NK-TS,2022-09-16 00:00:00,296838,300
GWMZ-57A,2022-09-16 00:00:00,NK-TS,435936,9,NK-TS,2022-09-16 00:00:00,435936,9
GWMZ-58A,2022-09-16 00:00:00,NK-TS,339858,27,NK-TS,2022-09-16 00:00:00,339858,27
GWN-90A,2022-09-16 00:00:00,NK-TS,262661,30,NK-TS,2022-09-16 00:00:00,262661,30
GWS-11A,2022-09-16 00:00:00,NK-TS,153199,200,NK-TS,2022-09-16 00:00:00,153199,200
GWS-16A,2022-09-16 00:00:00,NK-TS,191200,20,NK-TS,2022-09-16 00:00:00,191200,20
GWT-101A,2022-09-16 00:00:00,NK-TS,158457,120,NK-TS,2022-09-16 00:00:00,158457,120
GWT-116AH,2022-09-16 00:00:00,NK-TS,374991,30,NK-TS,2022-09-16 00:00:00,374991,30
GWT-119A,2022-09-16 00:00:00,NK-TS,211276,20,NK-TS,2022-09-16 00:00:00,211276,20
GWT-144A,2022-09-16 00:00:00,NK-TS,339380,10,NK-TS,2022-09-16 00:00:00,339380,10
GWT-145A,2022-09-16 00:00:00,NK-TS,446691,1,NK-TS,2022-09-16 00:00:00,893382,6
GWT-151AM,2022-09-16 00:00:00,NK-TS,583160,20,NK-TS,2022-09-16 00:00:00,583160,20
GWT-157A,2022-09-16 00:00:00,NK-TS,263617,53,NK-TS,2022-09-16 00:00:00,263617,53
GWT-162A,2022-09-16 00:00:00,NK-TS,394828,100,NK-TS,2022-09-16 00:00:00,394828,100
GWT-60A,2022-09-16 00:00:00,NK-TS,204106,60,NK-TS,2022-09-16 00:00:00,204106,60
GWT-77A,2022-09-16 00:00:00,NK-TS,190961,140,NK-TS,2022-09-16 00:00:00,190961,140
GWT-78A,2022-09-16 00:00:00,NK-TS,220119,20,NK-TS,2022-09-16 00:00:00,220119,20
GWT-92A,2022-09-16 00:00:00,NK-TS,266724,20,NK-TS,2022-09-16 00:00:00,266724,20
GWT-98A,2022-09-16 00:00:00,NK-TS,283693,50,NK-TS,2022-09-16 00:00:00,283693,50
GWT-99A,2022-09-16 00:00:00,NK-TS,417055,30,NK-TS,2022-09-16 00:00:00,417055,30
SB-1732,2022-09-16 00:00:00,NK-TS,188810,510,NK-TS,2022-09-16 00:00:00,188810,510
SB-3882,2022-09-16 00:00:00,NK-TS,152960,1920,NK-TS,2022-09-16 00:00:00,152960,1920
SE-2651,2022-09-16 00:00:00,NK-TS,84367,80,NK-TS,2022-09-16 00:00:00,84367,80
SE-3891,2022-09-16 00:00:00,NK-TS,119022,540,NK-TS,2022-09-16 00:00:00,119022,540
SI-1725,2022-09-16 00:00:00,NK-TS,365670,160,NK-TS,2022-09-16 00:00:00,365670,160
SL-1650,2022-09-16 00:00:00,NK-TS,130733,80,NK-TS,2022-09-16 00:00:00,130733,80
SL-3640,2022-09-16 00:00:00,NK-TS,149614,440,NK-TS,2022-09-16 00:00:00,149614,440
SL-3755,2022-09-16 00:00:00,NK-TS,125475,200,NK-TS,2022-09-16 00:00:00,125475,200
SL-3880,2022-09-16 00:00:00,NK-TS,122368,100,NK-TS,2022-09-16 00:00:00,122368,100
SL-3970,2022-09-16 00:00:00,NK-TS,140293,80,NK-TS,2022-09-16 00:00:00,140293,80
SR-3711,2022-09-16 00:00:00,NK-TS,161325,30,NK-TS,2022-09-16 00:00:00,161325,30
SR-3750,2022-09-16 00:00:00,NK-TS,113047,60,NK-TS,2022-09-16 00:00:00,113047,60
SR-3880,2022-09-16 00:00:00,NK-TS,130733,2670,NK-TS,2022-09-16 00:00:00,130733,2670
SR-T420,2022-09-16 00:00:00,NK-TS,92732,280,NK-TS,2022-09-16 00:00:00,92732,280
